id,category,file_path,original_text,processed_text,sentiment,publish_time,likes,comments,shares
81,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.autos\101597,"In article <1993Apr5.213032.26844@pmafire.inel.gov> russ@pmafire.inel.gov (Russ Brown) writes: toyota has cornered the market on ugly station wagons. after seeing the new camry sedan, i had thought toyota would finally turn out something nice-looking. the new camry station wagon bears a strong resemblance to a hearse, and a weird looking one at that. -teddy",article apr pmafire inel gov russ pmafire inel gov russ brown writes toyota cornered market ugly station wagons after seeing new camry sedan thought toyota finally turn out something nice looking new camry station wagon bears strong resemblance hearse weird looking one teddy,中性,2003-03-18 20:24:10,339,125,32
82,comp.sys.ibm.pc.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.sys.ibm.pc.hardware\60964,"I am thinking about buying a new motherboard and a cyrix 486dlc 40 or 33 Mh z. It will be an upgrade from a 386sx 25. I was wondering if anybody has any FACTS they can fill me in on. If anybody has one what do you think about it? I will also get a cyrix math co with it. I have benchmarks for the two chips a nd they look very good for the price. If anybody responds please send me email because I usually don't check the mail very often but I check my reader daily. Thanks for your info, and remembe",am thinking about buying new motherboard cyrix dlc mh upgrade from sx wondering if anybody facts can fill me if anybody one what think about also get cyrix math co benchmarks two chips nd look very good price if anybody responds please send me email because usually don check mail very often check reader daily thanks info remember only respond if legitimate comp laints praise not just cyrix amd bash know about what byte computer shopper pc computing etc ... said why am considering cyrix chip thanks .........,正面,2003-03-18 20:23:58,403,52,39
83,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.sport.baseball\104666,"I am finding the volume of stuff on rec.sport.baseball overwhelming -- ca. 200 posts/day. An effect of this is that a backlog builds up, and many posts get dumped from my system. I could probably fix that--but don't have the time to read them all in any event. My guess is that mine is a common problem. I have some ideas that would help: 1. Each person generally post no more than one article/day. 2. Limit the extent to which previous posts are reproduced in posts. 3. Don't post mindless `woofs,' ",am finding volume stuff rec sport baseball overwhelming ca posts day effect backlog builds up many posts get dumped from system probably fix don time read all event guess mine common problem ideas help each person generally post more than one article day limit extent which previous posts reproduced posts don post mindless woofs anti woofs jays best jays suck don respond mindless posts jack morris better pitcher than frank viola because won world series know can use key get posts bump interesting posts from disk use goddamn shift key etc makes posts easier read name jim rising mail dept zoology univ toronto toronto ontario canada uucp uunet attcan utzoo rising bitnet rising zoo utoronto ca,正面,2003-03-18 20:24:20,613,140,92
84,sci.crypt,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.crypt\15395,"In article <1993Apr17.032022.14021@clarinet.com>, brad@clarinet.com (Brad Templeton) writes: |> |> Let's assume, for the moment, that the system really is secure unless |> you get both halves of the encryption key from the two independent |> escrow houses. Let's say you even trust the escrow houses -- one is |> the ACLU and the other is the EFF. (And I'm not entirely joking about |> those two names) |> |> In that case the Prince of Wales has nothing to worry about on this |> system. I must respe",article apr clarinet com brad clarinet com brad templeton writes let assume moment system really secure unless get both halves encryption key from two independent escrow houses let say even trust escrow houses one aclu other eff not entirely joking about two names case prince wales nothing worry about system respectfully disagree assertion brad government notoriously sloppy physical communications information security can keep computers safe re trying read dea not adequately protecting national security information gao imtec excellent example what talking about private sector organizations tend even more lax security measures believe escrow organizations penetrated foreign intelligence services within months if not weeks selection private organizations lack resources full fleged intelligence service take longer perhaps order one two years nonetheless penetrations take place without question philip moyer ecn software staff engineering computer network voice prm ecn purdue edu fax,中性,2003-03-18 20:24:26,168,141,4
85,talk.religion.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.religion.misc\84113,"In article <C5stEL.K0E@boi.hp.com> dianem@boi.hp.com (Diane Mathews) writes: ... or consider the thousands in Central America killed by those brave CIA/NSC sponsored ""Freedom Fighters."" Thus far, Slick Willie is a piker. spl -- Steve Lamont, SciViGuy -- (619) 534-7968 -- spl@szechuan.ucsd.edu San Diego Microscopy and Imaging Resource/UC San Diego/La Jolla, CA 92093-0608 ""My other car is a car, too."" - Bumper strip seen on I-805",article stel boi hp com dianem boi hp com diane mathews writes ... consider thousands central america killed brave cia nsc sponsored freedom fighters thus far slick willie piker spl steve lamont sciviguy spl szechuan ucsd edu san diego microscopy imaging resource uc san diego la jolla ca other car car too bumper strip seen,中性,2003-03-18 20:24:56,396,70,44
86,alt.atheism,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\alt.atheism\53447,"In article <11867@vice.ICO.TEK.COM>, bobbe@vice.ICO.TEK.COM (Robert Beauchaine) wrote: If I remember correctly Prometheus books have this one in stock, so just call them and ask for the book. Cheers, Kent --- sandvik@newton.apple.com. ALink: KSAND -- Private activities on the net.",article vice ico tek com bobbe vice ico tek com robert beauchaine wrote if remember correctly prometheus books one stock just call ask book cheers kent sandvik newton apple com alink ksand private activities net,中性,2003-03-18 20:23:47,84,85,15
87,alt.atheism,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\alt.atheism\51060,"Archive-name: atheism/introduction Alt-atheism-archive-name: introduction Last-modified: 5 April 1993 Version: 1.2 -----BEGIN PGP SIGNED MESSAGE----- An Introduction to Atheism by mathew <mathew@mantis.co.uk> This article attempts to provide a general introduction to atheism. Whilst I have tried to be as neutral as possible regarding contentious issues, you should always remember that this document represents only one viewpoint. I would encourage you to read widely and draw your own conclusions;",archive name atheism introduction alt atheism archive name introduction last modified april version begin pgp signed message introduction atheism mathew mathew mantis co uk article attempts provide general introduction atheism whilst tried as neutral as possible regarding contentious issues always remember document represents only one viewpoint encourage read widely draw own conclusions relevant books listed companion article provide sense cohesion progression presented article as imaginary conversation between atheist theist all questions asked imaginary theist questions which cropped up repeatedly alt atheism since newsgroup created other frequently asked questions answered companion article please note article arguably slanted towards answering questions posed from christian viewpoint because faq files reflect questions which actually asked predominantly christians who proselytize alt atheism when talk religion am talking primarily about religions such as christianity judaism islam which involve sort superhuman divine much discussion apply other religions not what atheism atheism characterized absence belief existence,中性,2003-03-18 20:23:45,287,113,58
88,alt.atheism,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\alt.atheism\51286,"In article <1993Apr5.095148.5730@sei.cmu.edu> dpw@sei.cmu.edu (David Wood) writes: Agreed. -- ""Satan and the Angels do not have freewill. They do what god tells them to do. "" S.N. Mozumder (snm6394@ultb.isc.rit.edu)",article apr sei cmu edu dpw sei cmu edu david wood writes agreed satan angels not freewill what god tells mozumder snm ultb isc rit edu,中性,2003-03-18 20:23:46,36,146,99
89,talk.religion.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.religion.misc\84311,"In article <IfpMCx600VB986FZFR@andrew.cmu.edu> nm0w+@andrew.cmu.edu (Nanci Ann Miller) writes: Well, the best thing to do is to read the book ""Parallel Universes"" by Dr. Fred Wolf. In essence, Dr. Wolf says that one interpretation of the sub-atomic particle/wave duality is that what we perceive as a wave is actually an infinate number of parallel universes overlaid, and in each of these universes there is a particle in a different location. When we do something to make a particle ""appear,"" we ar",article ifpmcx vb fzfr andrew cmu edu nm andrew cmu edu nanci ann miller writes well best thing read book parallel universes dr fred wolf essence dr wolf says one interpretation sub atomic particle wave duality what perceive as wave actually infinate number parallel universes overlaid each universes there particle different location when something make particle appear actually causing all parallel universes collapse into one apparently one line thought nature qm going through scientific community dr wolf many others claim somehow collapse caused mental effort observing particle implys mind more than merely biological phenomenon then extrapolates if mind integral part universe then perhaps consciousness element gives order form universe themself all gets rather interesting what find facinating explain phenomenon magick as practiced religion dr wolf speculates ordering functionality mind caused selection future from infinite number possible futures says done sort communication between ones current possible future selves long speculated if magick not merely,正面,2003-03-18 20:24:56,335,1,17
90,comp.graphics,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.graphics\39034,"In article <C6BAB1.LLt@vcd.hp.com> edmoore@vcd.hp.com (Ed Moore) writes: I worked in support for a while at a company and we had problems with several Toshiba 1600's in a short space of time. They were all around 2 years old. Some screens went completely (as above), others were just ""dodgy"". This happened to about 5 or 6 out of, maybe 100. They were fairly reliable up to then and I don't think it was a special problem with Tosh's (no link to the company). So I would think that 21 months may not ",article bab llt vcd hp com edmoore vcd hp com ed moore writes worked support while company problems several toshiba short space time all around years old screens went completely as above others just dodgy happened about out maybe fairly reliable up then don think special problem tosh link company think months not unreasonable just unlucky regards kate kate kingman cstxqbe dcs warwick ac uk leave typos tall blonde esudb csv warwick ac uk occupy all bored people out there,负面,2003-03-18 20:23:51,199,157,16
91,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.hockey\53521,"After watching the Pengiuns all year (and as many other teams as possible), I've really noticed an increase in Tom Barasso's cheap shots this year (and not noticed a corrsponding increase with other goaltenders). I've also noticed that he usually gets away with it. Just as examples last night, I noticed him elbowing Scott Stevens in the head, which basically started the whole shoving match that got Stevens (Scott) and Tocchet 2 minute minors. He also KICKED John McLean. Of course he wasn't calle",after watching pengiuns all year as many other teams as possible ve really noticed increase tom barasso cheap shots year not noticed corrsponding increase other goaltenders ve also noticed usually gets away just as examples last night noticed him elbowing scott stevens head which basically started whole shoving match got stevens scott tocchet minute minors also kicked john mclean course wasn called isn kicking automatic match penalty game suspension think glenn anderson got one few years ago kicking gaetan duchesne chest there doubt mind barasso dirtiest golatender since hextall also very good how about tocchet head butt there automatic susppension goes along non kicking match penalty can remember anymore oh playoffs fun ralph,正面,2003-03-18 20:24:22,61,103,61
92,comp.os.ms-windows.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.os.ms-windows.misc\10831,"In trying to use the Equation editor in Word for Windows 2.0 I get a couple of error messages along the lines of: Similar for the font Fences. I know I have these fonts on my system but are unable to use them. I have tried both of these solutions to no avail. If anyone has had similar problems and has found a way to fix this, could they let me know. It is urgently required !! Thanks , **** Jason Cleeve (j.cleeve@ieee.org) Q **** *** ` Comp. Sci. (Hons) & Elect. Eng. /T\ ' *** **** La Trobe Unive",trying use equation editor word windows get couple error messages along lines similar font fences know fonts system unable use tried both solutions avail if anyone similar problems found way fix let me know urgently required thanks jason cleeve cleeve ieee org comp sci hons elect eng la trobe university australia email cleeve lucifer latrobe edu au jason cleeve cleeve ieee org comp sci hons elect eng la trobe university australia email cleeve lucifer latrobe edu au,中性,2003-03-18 20:23:55,260,15,46
93,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\104473,"I hear ya, brother. ^^^^^^^^^^^^^^^^^^ Let's try WEEKS! It is April 18th today and I just finished reading posts regarding the Cleveland Indians boating tragedy. Needless to say, I don't want to read partial linescores of games played 3 weeks ago. As Charles mentioned (I excluded the quote): Join a mailing list if you want to woof (I consider entering 4th inning scores as woofing). Thank you. Now to plug on and read the rest of the posts about spring training... _________________________________",hear ya brother let try weeks april th today just finished reading posts regarding cleveland indians boating tragedy needless say don want read partial linescores games played weeks ago as charles mentioned excluded quote join mailing list if want woof consider entering th inning scores as woofing thank now plug read rest posts about spring training ... jim savoy university lethbridge savoy hg uleth ca sigless bible black,正面,2003-03-18 20:24:20,402,2,21
94,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.sys.mac.hardware\52190,"THe origional bit is missing but long/short follows: The origional poster asked if he/she could use any old vga/svga monitor with a centris (hence title). The answer ot this question is an unqualified yes. You can use any old vga/svga monitor with a centris. You do need an adaptor (I use a Mac vga-q from james engineering (510) 525-7350) to run between the two machines. THe adaptor I have mentioned will convert a centris to a three row vga/svga 25(?) pin adaptor for your monitor. NOW, the specia",origional bit missing long short follows origional poster asked if use old vga svga monitor centris hence title answer ot question unqualified can use old vga svga monitor centris need adaptor use mac vga from james engineering run between two machines adaptor mentioned convert centris three row vga svga pin adaptor monitor now special interest disclaimer above answer correct using vga monitor resolution if monitor sync khz horizontal above adaptor allow choose resolution prefer then question matching adaptors sync rates advocate calling james engineering because seem clue as comment person who said don bother calling apple because treat like idiot totally untrue apple treat like king assanine idiot even considering going third party if want treatment wants pay thech support line supposedly compitantly one then still fu clue personal experience also tech suppport vga monitor makers doesn see extend macs sony magnavox addition find out info call dealers unless can find sync rates elsewhere as ads like hardwar,正面,2003-03-18 20:24:02,171,68,99
95,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.hockey\53699,"icop@csa.bu.edu (Antonio Pera) writes: I think, as do the owners, that hockey will do well in Miami since there is a lot of people from the Northeast that spend their winters in Florida every year. As for the coverage, someone will have to come up with some money for that since broadcast rights can be expensive! Just my $0.02! Dale |-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-| | ""Why sex is so popular | Dale Fraser dale@odie.cs.mun.ca | | Is easy to see: | Memorial Univ",icop csa bu edu antonio pera writes think as owners hockey well miami since there lot people from northeast spend winters florida every year as coverage someone come up money since broadcast rights can expensive just dale why sex popular dale fraser dale odie cs mun ca easy see memorial university newfoundland contains sodium cs undergrad class cholesterol free shelby friedman blue jays world series champs opinions expressed above not belong me institution,中性,2003-03-18 20:24:22,452,87,34
96,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.autos\103297,"Ah, we are looking for good people just like you. We are a very concerned group of citizens who are absolutely disgusted at the way that the majority of drivers simply disobey traffic rules like going above the speed limit, passing on our right, and riding our tails, while all the while we respectfully abide by the rules of this great country and maintain the mandated speed limits with our calibrated, certified cruise controls, while keeping the respectful 1.5 car length distance/10 mph speed. H",ah looking good people just like very concerned group citizens who absolutely disgusted way majority drivers simply disobey traffic rules like going above speed limit passing right riding tails while all while respectfully abide rules great country maintain mandated speed limits calibrated certified cruise controls while keeping respectful car length distance mph speed how many times ticked off moron who jumps ahead car lengths left between vehicle ahead while driving mph finally option totally member supported group perform functions own good good great country most all unfortunate ones too stupid realize bless souls paltry can join citizens rationally advanced piloting non profit members only society there slight hitch initiation rite full fledged member exclusive club proof able fast lane busiest interstate area keep correct car lenth mph speedand know can difficult morons around not let anybody pass not next lane not slow lane not breakdown lane not nowhere complete list acceptable,正面,2003-03-18 20:24:11,90,197,29
97,comp.windows.x,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.windows.x\67542,"I have been using a HDS X-terminal, and really like it. What is really powerful is that it can run the X server without running a window manager. One can then run a special client X program called a window manager, either (1) run motif or openlook from it's own firmware (limiting the network traffic - but having no HOME). or (2) run motif or openlook from some home place (like a sparc, or vms). This is powerful, especially since I can exit one window manager (without killing windows) and then st",using hds terminal really like what really powerful can run server without running window manager one can then run special client program called window manager either run motif openlook from own firmware limiting network traffic home run motif openlook from home place like sparc vms powerful especially since can exit one window manager without killing windows then start up another manager vms tools need special meta mouse combos work one manager not other well question sparcstation running openlook anyone know how break apart olwm from olwm slave program basically want run only server go somewhere else run window manager please respond mail as well as posting because large volumes window thanks scott moody there answers .. just cross references scott shuksan boeing com uunet bcstec shuksan scott,正面,2003-03-18 20:24:06,250,8,44
98,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.mac.hardware\51797,"Dear Netters, My sister has an Apple 12"" Color Display hooked up to an LC. Problem: There is an annoying, horizontal, ghost-like stripe that precesses vertically about once per second. It is about 1 cm high. She is in grave danger of going insane because of it. Any ideas of what it might be and how I might cure it for her? -Joe Betts betts@netcom.com PS: if I pick up the display (I thought it might be RFI from the LC) it seems to get worse!",dear netters sister apple color display hooked up lc problem there annoying horizontal ghost like stripe precesses vertically about once per second about cm high grave danger going insane because ideas what how cure joe betts betts netcom com ps if pick up display thought rfi from lc seems get worse,负面,2003-03-18 20:24:01,112,10,12
99,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.sport.hockey\54710,"Norman Green claims that he has lost money over the last three years that he has owned the team. When he bought the team, it seemed kind of obvious that he was going to have to deal with a few years in the red, before the team started making a profit again. He gave the impression that he was willing to do so. He claimed two years ago that the team needed to average only 8000+ fans per game in order to pull a profit, but this season the team averaged 12000+ fans, despite increasd ticket prices. I",norman green claims lost money over last three years owned team when bought team seemed kind obvious going deal few years red before team started making profit again gave impression willing claimed two years ago team needed average only fans per game order pull profit season team averaged fans despite increasd ticket prices think team attendence play clearly upward trend which leaves me dumbfounded as how ignore deciding move even offered many concessions rudely demanded such as guaranteed season ticket sales cheap rent other two arenas town etc oh well guess bottom line green wanted immediate huge returns dallas wasn willing wait another year mn dallas gave green pretty stellar deal play there although feel minnesota quite reasonable also cronies down there as well all means minnesota without nhl team year two too bad nhl kea,中性,2003-03-18 20:24:25,414,66,99
100,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.mac.hardware\50497,"I am going to be getting a C650 soon, but I don;t want Apple to come out with the Cyclones and the Tempest in a month and have the price drop on the system I want. I have negotiated a good deal with a supplier for a C650 8/80 and I would like to jump on it, but, again, I don't want the price drop to smuther me. BTW, the deal I have is a C650 8/80 with mouse for $2295... does anyone know of a better deal? thanks, -nate ns111310@longs.lance.colostate.edu",am going getting soon don want apple come out cyclones tempest month price drop system want negotiated good deal supplier like jump again don want price drop smuther me btw deal mouse ... anyone know better deal thanks nate ns longs lance colostate edu,正面,2003-03-18 20:23:59,41,102,90
101,soc.religion.christian,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\soc.religion.christian\20852,"I'm compiling a bibliography on religious perspectives on esotericism, hermeticism, gnosticism, mysticism, occultism, alchemy and magic, and am interested in sources that others have found particularly interesting and insightful. I'm especially interested in medieval works, such as _The Chemical Wedding of Christian Rosenkreutz_ and Arthurian legends. Please feel free, too, to send personal opinions on any of the above, pro or con or anywhere in between. Thanks much. Stephen Twelker twelker@ide.",compiling bibliography religious perspectives esotericism hermeticism gnosticism mysticism occultism alchemy magic am interested sources others found particularly interesting insightful especially interested medieval works such as chemical wedding christian rosenkreutz arthurian legends please feel free too send personal opinions above pro con anywhere between thanks much stephen twelker twelker ide com,中性,2003-03-18 20:24:41,389,15,14
102,sci.space,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.space\61250,"Alan Carter writes: The name is rather descriptive. It's a command to the spacecraft that tells it ""If you don't hear from Earth after 264 hours, assume something is wrong with your (the spacecraft) attitude, and go into a preprogrammed search mode in an attempt to reacquire the signal from Earth."" The spacecraft and Earth are not in constant communication with each other. Earth monitors the telemetry from the spacecraft, and if everything is fine, there's no reason to send it any new informatio",alan carter writes name rather descriptive command spacecraft tells if don hear from earth after hours assume something wrong spacecraft attitude go into preprogrammed search mode attempt reacquire signal from earth spacecraft earth not constant communication each other earth monitors telemetry from spacecraft if everything fine there reason send new information from spacecraft point view information from earth mean either everything fine spacecraft lost signal acquisition just how long spacecraft wait before decides something wrong begins take corrective action how long command loss timer during relatively inactive cruise phases command loss timer can set rather long values case earth telling galileo expect hear back from sometime within next hours,负面,2003-03-18 20:24:39,55,187,97
103,sci.space,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.space\61218,"In article <C5Dz7C.J0E@visix.com> dan@visix.com (Daniel Appelquist) writes: I'm on a fact-finding mission, trying to find out if there exists a list of potentially world-bearing stars within 100 light years of the Sun... Is anyone currently working on this sort of thing? Thanks... Dan -- In principle, any star resembling the Sun (mass, luminosity) might have planets located in a suitable orbit. There several within 100 ly of the sun. They are single stars, for double or multiple systems might be",article dz visix com dan visix com daniel appelquist writes fact finding mission trying find out if there exists list potentially world bearing stars within light years sun ... anyone currently working sort thing thanks ... dan principle star resembling sun mass luminosity planets located suitable orbit there several within ly sun single stars double multiple systems troublesome there list located ames arc nasa gov somewhere pub space think called stars dat way what kind project if know rui infinity hand rui sousa if yours big enough grab ruca saber si pt all opinions expressed here strictly own,中性,2003-03-18 20:24:39,192,146,96
104,talk.politics.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.misc\179041,"Chris.Holt@newcastle.ac.uk (Chris Holt) writes: : : >It's quite possible that a buyer and seller will both : >trust some third party more than either trust the other, and : >will desire the moderation of that third party. But if a random : >third party assumes the right to interfere in a transaction contarary : >to the wishes of the primary participants, odds are pretty good the : >results will be detrimental. : : So we try to ensure that the process of deciding whether to introduce : third part",chris holt newcastle ac uk chris holt writes quite possible buyer seller both trust third party more than either trust other desire moderation third party if random third party assumes right interfere transaction contarary wishes primary participants odds pretty good results detrimental try ensure process deciding whether introduce third parties isn random as steve said above there examples where third parties less ignorant corrupt than two primary parties knowledge not able help third party able use persuasion sway transaction if other hand condone use force threat violence third party then trouble fourth party say knows better than parties fifth party ... who wins one can use force threat force best other words makes right let abandon such aggressive tactics work from voluntary cooperation respect from others what libertarians want paul schmidt advocates self government davy crockett chapter president judith drive johnson city tn uunet tijc pjs freedom seems unleashed creative energies people leads ever higher levels income social,正面,2003-03-18 20:24:54,114,60,49
105,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.autos\103440,"Which Western states have laws that charge sales tax on the difference between a new car's price and the trade-in's value? I know California charges you on the full value of the new vehicle regardless of trade-in. If you are a California resident, is it legal to buy a car in a state other than California without also paying California sales tax? How does California enforce any law that requires you to also pay California sales tax (on top of the out-of-state tax)? -- Will Estes Internet: westes@",which western states laws charge sales tax difference between new car price trade value know california charges full value new vehicle regardless trade if california resident legal buy car state other than california without also paying california sales tax how california enforce law requires also pay california sales tax top out state tax estes internet westes netcom com,中性,2003-03-18 20:24:13,186,105,90
106,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.mideast\76213,"dzk@cs.brown.edu (Danny Keren) writes: Humanist, or sub-humanist? :-) -- Alan H. Stein astein@israel.nysernet.org",dzk cs brown edu danny keren writes humanist sub humanist alan stein astein israel nysernet org,中性,2003-03-18 20:24:50,127,178,65
107,rec.motorcycles,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.motorcycles\105043,In article <1993Apr23.163805.9516@research.nj.nec.com> behanna@syl.nj.nec.com (Chris BeHanna) writes: I did. Regularly. And it was. Michael -- +-------------------------------------------------------------+ | Michael Nelson 1993 CBR900RR | | Internet: nelson@seahunt.imat.com Dod #0735 | +-------------------------------------------------------------+,article apr research nj nec com behanna syl nj nec com chris behanna writes regularly michael michael nelson cbr rr internet nelson seahunt imat com dod,中性,2003-03-18 20:24:17,325,123,89
108,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.hockey\53638,"clarinews@clarinet.com (UPI) writes in clari.sports.hockey: Well, I could become a fan ... (-; Seriously, this news coming since Thursday has effectively robbed the Islanders and the Devils of any airtime on sports talk shows almost everywhere that I've sampled ... in fact, the playoffs almost don't exist now. )-; Ranger fans calling in to WFAN or to New York One's midnight sports talk were in a mix of fury over this season and near- orgasm over Keenan's hiring. (Summarizing: Keenan is a winner ",clarinews clarinet com upi writes clari sports hockey well become fan ... seriously news coming since thursday effectively robbed islanders devils airtime sports talk shows almost everywhere ve sampled ... fact playoffs almost don exist now ranger fans calling wfan new york one midnight sports talk mix fury over season near orgasm over keenan hiring summarizing keenan winner give broadway bums da business pursuing next cup chase ... interesting combination watch ... keenan paid enough money put up shut up just coach advice player moves listened closely lot big player moves happen remember keenan got rid denis savard country club days over ... if paramount given smith earlier sign support offered keenan big money put up shut up back january rangers not heading golf now ... one keenan first statements reaffirmation mark messier team captain then smith bargains keenan advice ... like maybe unloading phil bourque tie domi ... gld je me souviens gary dare,正面,2003-03-18 20:24:23,490,101,0
109,rec.motorcycles,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.motorcycles\104812,"In article <93Apr20.211127.44984@acs.ucalgary.ca> parr@acs.ucalgary.ca (Charles Parr) writes: I'd try it on the VFR, but goddamn Competition Accessories hasn't mailed my order yet. Hell, it's only been two weeks and I was ordering some pretty bizzare stuff. Like a clear RF-200 face sheild, and a can of Chain Wax... Bastards. Dean -- | Dean Cookson / dcookson@mitre.org / 617 271-2714 | DoD #207 AMA #573534 | | The MITRE Corp. Burlington Rd., Bedford, Ma. 01730 | KotNML / KotB | | ""The road is my ",article apr acs ucalgary ca parr acs ucalgary ca charles parr writes try vfr goddamn competition accessories hasn mailed order yet hell only two weeks ordering pretty bizzare stuff like clear rf face sheild can chain wax ... bastards dean dean cookson dcookson mitre org dod ama mitre corp burlington rd bedford ma kotnml kotb road shepherd shall not stop vfr sam eliott road hogs mtv bianchi limited,中性,2003-03-18 20:24:16,209,110,13
110,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.mideast\75403,tclock@orion.oac.uci.edu (Tim Clock) writes: They certainly are until the Arabs make peace. Only the most leftist/Arabist lunatics call upon Israel to withdraw now. Most moderates realize that an Israeli withdrawl will be based on the Camp David/242/338/Madrid formulas which make full peace a prerequisite to territorial concessions. Ed,tclock orion oac uci edu tim clock writes certainly until arabs make peace only most leftist arabist lunatics call upon israel withdraw now most moderates realize israeli withdrawl based camp david madrid formulas which make full peace prerequisite territorial concessions ed,负面,2003-03-18 20:24:48,134,208,54
111,talk.politics.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.misc\176900,"In article <ericsC4x1K9.Apz@netcom.com>, erics@netcom.com (Eric Smith) writes: # # #Are you saying that: # # #(1) People voted for Hitler, and he became Reich Chancellor, in good # #part because he used bully boys to attack communists, # # Hitler did not become become Reich Chancellor because people voted for # him. I'm not sure if you meant to imply that or not, but I just thought # I'd bring that up. # # Eric Smith Hitler became Chancellor because people voted for his political party. That's n",article ericsc apz netcom com erics netcom com eric smith writes saying people voted hitler became reich chancellor good part because used bully boys attack communists hitler not become become reich chancellor because people voted him not sure if meant imply not just thought bring up eric smith hitler became chancellor because people voted political party not huge difference parliamentary system clayton cramer uunet pyramid optilink cramer opinions all mine relations between people mutual consent not all,中性,2003-03-18 20:24:52,297,81,90
112,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.sport.baseball\105039,"franjion@spot.Colorado.EDU (John Franjione) writes: I was in fact going to suggest that Roger take his way of discussion over to r.s.football.pro. There this kind of hormone-only reasoning is the standard. Being he canadian, and hockey what it is, I would have suggested that r.s.h would work too. It is important in a thread that everyone involved use the same body part to produce a post (brain being the organ of choice here). G. Bonvicini bonvicin@cernvm.cern.ch",franjion spot colorado edu john franjione writes fact going suggest roger take way discussion over football pro there kind hormone only reasoning standard canadian hockey what suggested work too important thread everyone involved use same body part produce post brain organ choice here bonvicini bonvicin cernvm cern ch,正面,2003-03-18 20:24:21,510,120,80
113,sci.space,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.space\61110,"In article <1993Apr22.162501.747@indyvax.iupui.edu>, tffreeba@indyvax.iupui.edu writes: Who says there is no mineral rights to be given? Who says? The UN or the US Government? Major question is if you decide to mine the moon or Mars, who will stop you? The UN can't other than legal tom foolerie.. Can the truly inforce it? If you go to the moon as declare that you are now a soverign nation, who will stop you from doing it. Maybe not acknowledge you? Why can't a small company or corp or organizati",article apr indyvax iupui edu tffreeba indyvax iupui edu writes who says there mineral rights given who says un government major question if decide mine moon mars who stop un can other than legal tom foolerie .. can truly inforce if go moon as declare now soverign nation who stop from maybe not acknowledge why can small company corp organization go explore great beyond space what right earth say what legal what not .. maybe am few years ahead .. liek old catholic church stating which portugals what spains along came reformation made all null void .. what can happen find nation which acknowledged offer services as space miner then go mine asteroids mars moon what ever .. as long as yur sponsor not get trouble .. basically find country who wants go into space can soem reason another who give home .. such as saudia arabia whatever .. there nations world who not part un got offer services such .. know sound crazy .. also once means mine moon whatever then just un if done right can made busy something else not care .. if worried about,中性,2003-03-18 20:24:38,128,186,3
