id,category,file_path,original_text,processed_text,sentiment,publish_time,likes,comments,shares
542,soc.religion.christian,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\soc.religion.christian\21673,"I'm wondering if anyone knows the answer to a rather trivial question which I've been thinking about: What was the process used to divide the Bible into verses. I believe Jerome divided the New Testament, but I've never seen any discussion of *how* he did this. It seems rather arbitrary, as opposed to, for example, making each sentence a verse.",wondering if anyone knows answer rather trivial question which ve thinking about what process used divide bible into verses believe jerome divided new testament ve never seen discussion how seems rather arbitrary as opposed example making each sentence verse,中性,2025-03-24 06:46:00,203,64,38
478,talk.politics.guns,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.guns\54511,"In article <C5n0vy.EJ6@ulowell.ulowell.edu> jrutledg@cs.ulowell.edu (John Lawrence Rutledge) writes: <In article <1qna9m$nq8@transfer.stratus.com>, cdt@sw.stratus.com (C. D. Tavares) writes: <-> In article <C5L0n2.5LL@ulowell.ulowell.edu>, jrutledg@cs.ulowell.edu (John Lawrence Rutledge) writes: <-> > But, do you knew how much organization is required to training a large <-> > group of poeple twice a year. Just to try to get the same people <-> > every year, provide a basic training to new peopl",article vy ej ulowell ulowell edu jrutledg cs ulowell edu john lawrence rutledge writes article qna nq transfer stratus com cdt sw stratus com tavares writes article ll ulowell ulowell edu jrutledg cs ulowell edu john lawrence rutledge writes knew how much organization required training large group poeple twice year just try get same people every year provide basic training new people can integrated into force find suitable location requires continually standing committee organizers again response what mr rutledge arguing since local federal governments abandoned charter support such activity passed laws prohibiting private organizations from eliminated basis rkba contrary anyone who understands game strengthened originally argued second amendment little bit anachronism prohibiting laws examples why anachronism after all laws made representatives people representatives people already decided second amendment not apply too broad cases since representatives feel unconditional interpretation not wanted then probable majority,中性,2025-03-07 07:01:00,68,82,70
66,sci.med,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.med\58922,"In article <1993Apr9.172945.4578@island.COM> green@island.COM (Robert Greenstein) writes: Probably because most of them come packaged with some absurd theory behind them. E.G. homoeopathy: like cures like. The more you dilute things, the more powerful they get, even if you dilute them so much there is no ingredient but water left. Chiropractic: all illness stems from compressions of nerves by misaligned vertebrae. Such systems are so patently absurd, that any good they do is accidental and not r",article apr island com green island com robert greenstein writes probably because most come packaged absurd theory behind homoeopathy like cures like more dilute things more powerful get even if dilute much there ingredient water left chiropractic all illness stems from compressions nerves misaligned vertebrae such systems patently absurd good accidental not related theory only exception probably herbalism because scientists recognize potent drugs derive from plants always interested seeing if can find new plants active useful substances isn what meant alternative medicine usually if get into qi accupuntunce charts etc now back silly theories probably nothing why accupuncture works cases perhaps another reason reluctant rhine experience rhine scientist who wanted investigate paranormal lab filled much chacanery fakery people don want associated sort thing gordon banks jxp skepticism chastity intellect geb cadre dsl pitt edu shameful surrender too soon,正面,2025-03-14 07:04:00,298,29,51
289,sci.space,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.space\61481,"In article <1rrhlo$ajb@access.digex.net>, prb@access.digex.net (Pat) writes: .. As Ben says - this re-boost idea is all news to us here. Do you know something we don't? Please supply a source - it would be nice for the schedulers of observations to know where the thing is going to be. These altitude numbers are also way off. My best source has: ""Minimum ST ALTITUDE in the PMDB is: 573 Kilometers"" ""Maximum ST ALTITUDE in the PMDB is: 603 Kilometers"" ""Delta ST ALTITUDE in the PMDB is: 3 Kilometers",article rrhlo ajb access digex net prb access digex net pat writes .. as ben says re boost idea all news here know something don please supply source nice schedulers observations know where thing going altitude numbers also way off best source minimum st altitude pmdb kilometers maximum st altitude pmdb kilometers delta st altitude pmdb kilometers pmdb proposal management data base used schedule observations .. supply calculations check recent postings explained small booster as suggested not now exist comparing mass something doesn exist mass oms fuel seems impossible contamination threat also remains .. longer drag life can understand explain antenna pointing tell me about although arrays can moved perfectly well utilizing second electronics box getting both working much desireable as reclaim redundancy don mean jump helpful suggestions always welcome all know more ideas better want true situation described clearly correctly lest get confused regards wm hathaway,正面,2025-03-28 23:33:00,544,61,30
25,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.mideast\77185,"In article <C6sqCo.IID@ucdavis.edu>, ez000281@hamlet.ucdavis.edu () writes: |> After reading plenty of categorical remarks claiming the arrival of the |> restoration of colonialismo, could anyone 1) define colonialismo, 2) indicate |> what colonial countries remain, 3) indicate what changes indicate that there |> is a restoration in the making? I'll leave questions 1 and 2 to be answered elsewhere, but on question 3) something in the noos today might be an example of the restoration might be. Na",article sqco iid ucdavis edu ez hamlet ucdavis edu writes after reading plenty categorical remarks claiming arrival restoration colonialismo anyone define colonialismo indicate what colonial countries remain indicate what changes indicate there restoration making ll leave questions answered elsewhere question something noos today example restoration namely clinton administration considering asking un establish police force haiti didn hear thing said current govt haiti asked nor there real precedent barring somalia un getting involved internal conflicts also answer question neo colonial countries diffuse lot un security council while am ll take stab new colonialism as defined most articles read entail something nature trusteeship under un sec council democracy aid education free markets free press then out colonialists now assured there civilized country left behind note don support idealized concept simply because think lot hogwash srinivas sunder sunder crhc uiuc edu if university illinois shares views surprised aren smart generally,负面,2025-03-08 15:33:00,97,223,82
797,talk.politics.guns,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.guns\53322,"In article <C4tsHu.Ew6@magpie.linknet.com> manes@magpie.linknet.com (Steve Manes) writes: No. The issue is reducing crime, not guns. If gun control doesn't lower crime overall, then is doesn't address the issue. Does that matter if assaults with a baseball bat become much more common? Muggers using a gun rely primarily on the threat of the gun, and rarely shoot their victim. A mugger using a knife is much more likely to start by stabbing his victim in an effort incapacitate him. So, while a knif",article tshu ew magpie linknet com manes magpie linknet com steve manes writes issue reducing crime not guns if gun control doesn lower crime overall then doesn address issue matter if assaults baseball bat become much more common muggers using gun rely primarily threat gun rarely shoot victim mugger using knife much more likely start stabbing victim effort incapacitate him while knif not as deadly as gun criminals more likely actually use knife as opposed threatening victim isn all clear replacing criminal gun knife reduce murders stabbings just become more common why important look overall not gun homicide rate avoids issue substitution different criminal techinques using different weapons etc ... measures what want prevent murders face possibly however facing knife welding attackers isn too common stabbing without warning supprise usual tactic very few criminals shoot from cover attracts much attention don chance go through pockets overall much rather threatened gun than actually stabbed knife actually exact same statement true guns training unarmed self defence let disarm untrained gunman without much problem al,负面,2025-03-12 06:34:00,118,251,96
197,comp.os.ms-windows.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.os.ms-windows.misc\10084,"Somebody help me cure my poor computer before I go insane! I have a problem with my 486 when running windows that appears to be memory-related. It's actually not limited to windows, but that's where it causes most of my problems. Ths machine's 486DX33, 8Meg RAM, 256Kcache, TRIDENT TVGA card, PAS-16 soundcard. 1) Windows runs REALLY, REALLY slow most of the time. Slower than on my old 386SX16. Graphics draws/fills are slow, boots are slow, applications are sluggish, dialog boxes take up to 15 sec",somebody help me cure poor computer before go insane problem when running windows appears memory related actually not limited windows where causes most problems ths machine dx meg ram kcache trident tvga card pas soundcard windows runs really really slow most time slower than old sx graphics draws fills slow boots slow applications sluggish dialog boxes take up seconds appear note other non windows applications funny things appear related several run slow mod player crashes system etc .. running borland before running windows other programs completely fixes problem windows run as fast as ve ever seen run easily times faster graphics than when don run bc beforehand don memory manager installed config sys installing emm exe not fix problem makes worse after emm installed running bc not fix problem anymore problem driving me nuts if think can help please reply through mail thanks evan,负面,2025-03-30 03:24:00,151,225,23
731,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.autos\103221,"If I'm going to drive on a public road then I need a speedometer, and an odometer helps for navigation. My 1965 Chevy has a bare minimum: Engine-temp and Oil-press warning lights and a fuel gauge. My 1983 VW has tach, water-temp, voltmeter and oil-temp gauges. If I had a turbo car, I'd want a vacuum manifold/boost gauge. An oil pressure gauge is a nice, reassuring gauge to look at. If my car was air cooled, then I would substitute a cyl-head-temp gauge for the water-temp gauge. A few years ago, ",if going drive public road then need speedometer odometer helps navigation chevy bare minimum engine temp oil press warning lights fuel gauge vw tach water temp voltmeter oil temp gauges if turbo car want vacuum manifold boost gauge oil pressure gauge nice reassuring gauge look if car air cooled then substitute cyl head temp gauge water temp gauge few years ago looked audi quattro si coupe bobby unser used win pikes peak hill climb gauge layout from left right top bottom speedometer fuel tranny press temp differential water temp temp big orange tach oil press warning light oil temp boost oil press alex amiller almaden ibm com,中性,2025-03-05 03:10:00,213,55,40
252,talk.religion.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.religion.misc\84309,"In <930415.112243.8v6.rusnews.w165w@mantis.co.uk> mathew@mantis.co.uk (mathew) writes: Speaking as one who knows relativity and quantum mechanics, I say: Bullshit. Speaking as one who has taken LSD, I say: Bullshit. How could striving toward an ideal be in any way useful, if the ideal had no objective existence? -- Mark Pundurs any resemblance between my opinions and those of Wolfram Research, Inc. is purely coincidental",rusnews mantis co uk mathew mantis co uk mathew writes speaking as one who knows relativity quantum mechanics say bullshit speaking as one who taken lsd say bullshit how striving toward ideal way useful if ideal objective existence mark pundurs resemblance between opinions wolfram research inc purely coincidental,中性,2025-03-04 02:00:00,452,142,2
474,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.electronics\54194,"In article <34T302tW40N601@JUTS.ccc.amdahl.com> dws30@p1hdb01cd.amdahl.com (David Sharpe) writes: Wrong, wrong, completely wrong (and a little misleading, too). White noise is random noise whose energy density is constant for a constant bandwidth. That is, a 5 Hz wide band at 20 Hz will have precisely the same amount of energy as a 5 Hz band at 20 kHz. Pink noise is random noise whose energy density is constant for a constant precentage bandwidth. Thus, a 5% wide band of noise at 20 Hz (whose ba",article tw juts ccc amdahl com dws hdb cd amdahl com david sharpe writes wrong wrong completely wrong little misleading too white noise random noise whose energy density constant constant bandwidth hz wide band hz precisely same amount energy as hz band khz pink noise random noise whose energy density constant constant precentage bandwidth thus wide band noise hz whose bandwidth hz contain same energy as wide band khz whose bandwidth hz wide white noise often used spectrum analyzers constant bandwidths pink noise used audio type real time analyzers whose bandwidths centert frequency dependent often described as octave octave such terminology white noise relative pink noise more energy high frequencies rate equal db per octave pink noise relative white noise more energy low frequencies rate equl again db octave dick pierce loudspeaker software consulting sartelle street pepperell ma voice fax,负面,2025-03-23 20:30:00,150,142,70
28,comp.sys.ibm.pc.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.ibm.pc.hardware\60662,"I have a question regarding sending a NULL character across ethernet connection. The actual problem is that emacs (Unix editior) needs the NULL character for setting a mark and unfortunately we don't know how to sent that from IBM PCs across ethernet. I am wondering if anyboy knows the keyboard combination for sending the NULL character. BTW control,shift 2 which Ctrl @ does not work. Thanks Saeid",question regarding sending null character across ethernet connection actual problem emacs unix editior needs null character setting mark unfortunately don know how sent from ibm pcs across ethernet am wondering if anyboy knows keyboard combination sending null character btw control shift which ctrl not work thanks saeid,中性,2025-03-17 00:15:00,498,101,89
758,comp.sys.ibm.pc.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.ibm.pc.hardware\58986,"Howdy, Sorry if this has been covered before: One of my PC illiterate friends asked me to help him install DRDOS 6.0 on his NEC Powermate SX (386SX 16). Of course, I said ""No problem"" and went to work. Unfortunately, the DRDOS refuses to recognize the hard drive during installation, even though I am still able to boot off of the hard drive using the old DOS. After openning it up I discovered it was using an 8-bit Seagate SCSI controller on a ST-157N SCSI 40Mbtye drive. I then booted with DRDOS 6",howdy sorry if covered before one pc illiterate friends asked me help him install drdos nec powermate sx sx course said problem went work unfortunately drdos refuses recognize hard drive during installation even though am still able boot off hard drive using old dos after openning up discovered using bit seagate scsi controller st scsi mbtye drive then booted drdos off floppy second time ran fdisk see if access drive lo behold primary mbyte partition intact created dos less didn think go over mbyte partition older doses wrong ... then tried remove primary partition which wouldn allow me am unaware anything special done scsi drive kinda expected work just like ide mfm rll drive dos installations suggestions greatly appreciated except throw garbage buy new pc ... thanks advance paul mr scsi ... not fincke,负面,2025-03-22 04:59:00,191,101,22
290,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.mideast\75915,"In article <C5n43z.Dq2@murdoch.acc.Virginia.EDU> jar2e@faraday.clas.Virginia.EDU (Virginia's Gentleman) writes: This post has all the earmarks of a form program, where the user types in a nationality or ethnicity and it fills it in in certain places in the story. If this is true, I condemn it. If it's a fabrication, then the posters have horrible morals and should be despised by everyone on tpm who values truth. Jesse Agreed. Harry.",article dq murdoch acc virginia edu jar faraday clas virginia edu virginia gentleman writes post all earmarks form program where user types nationality ethnicity fills certain places story if true condemn if fabrication then posters horrible morals despised everyone tpm who values truth jesse agreed harry,负面,2025-03-09 13:54:00,53,161,24
240,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.mideast\77351,In article <C7185t.9xJ@unix.amherst.edu> eerginel@unix.amherst.edu (ERDEM ERGINEL) writes: There are various contradictory views on the origin of the Armenians. The name is to be found in the Darian inscriptions in the form 'Armina' or 'Aramaniya' is to be found in the inscription on the Bistun monument. The following references to the Armenians are to be found in the Bistun cuneiform inscription of Dara Vishdasb (510 B.C.). 1. The monarch Dara said: I sent my servant to Arminam 'Armeniya'. 6. O,article xj unix amherst edu eerginel unix amherst edu erdem erginel writes there various contradictory views origin armenians name found darian inscriptions form armina aramaniya found inscription bistun monument following references armenians found bistun cuneiform inscription dara vishdasb monarch dara said sent servant arminam armeniya reaching arminam armeniya country town zozo armaniya armeniya according karakashian as armenia equivalent armin arminik persians more recent than word ararat found used dara inscriptions haiastan saint martin name armenie given since very early times almost all various eastern peoples territory referred armenians as haiastan known syrians as armenia arabs as ermeniyye others believe urartu known time medes as harminap which later modified persians arminia ar refers place as ararat archish aruyr archar arshav arazen aror while men used refer spirit thought human therefore armen appear signify people place alishan believes according national vocabulary haik diminutive form hai,负面,2025-03-24 16:26:00,151,204,20
588,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.mideast\76309,The fact that Israel is already discussing with some Palestinians what the composition of the armed Palestinian Police Force in the territories will be during the transition phase indicates some real solid concessions and liberal thinking on the part of the Israeli side. -- Chris Metcalfe,fact israel already discussing palestinians what composition armed palestinian police force territories during transition phase indicates real solid concessions liberal thinking part israeli side chris metcalfe,负面,2025-03-25 19:09:00,221,68,40
196,soc.religion.christian,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\soc.religion.christian\21779,"After reading this story about St. Maria Goretti (posted two weeks ago), I am a bit confused. While it is clear that her daily life is one of probity and sanctity, I am afraid I don't quite understand the final episode of her life. I am reading it correctly, she (and the Church apparently) felt that being raped was a sin on _her_ part, one so perfidious that she would rather die than commit it. If this is the case I'm afraid that I disagree rather strongly. Can anyone out there explain this one ",after reading story about st maria goretti posted two weeks ago am bit confused while clear daily life one probity sanctity am afraid don quite understand final episode life am reading correctly church apparently felt raped sin part one perfidious rather die than commit if case afraid disagree rather strongly can anyone out there explain one me yours christ david cruz uribe sfo,中性,2025-03-26 05:11:00,471,4,99
447,comp.os.ms-windows.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.os.ms-windows.misc\9652,"jburke@abacus.bates.edu (jburke) writes: We had a similar problem in converting a .EPS file. The solution was simple. We changed the first line from %!PS-Adobe-3.0 to %!PS-Adobe-2.0 This fouled the converter, the .EPS file only contained very simple move and draw statements. Mario -- Mario Veraart TNO Physics and Electronics Laboratory email: rioj7@fel.tno.nl The Hague The Netherlands ""If all else fails, show pretty pictures and animated videos, and don't talk about performance"", David Bailey",jburke abacus bates edu jburke writes similar problem converting eps file solution simple changed first line from ps adobe ps adobe fouled converter eps file only contained very simple move draw statements mario mario veraart tno physics electronics laboratory email rioj fel tno nl hague netherlands if all else fails show pretty pictures animated videos don talk about performance david bailey,负面,2025-03-25 11:24:00,83,282,27
413,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\104469,"In my last message, I wrote: **************************************************** 12) Management: BIG BIG ZERO. Sauer has yet to make a forceful agreement in favor of revenue sharing. ****************************************************** I meant argument instead of agreement. Also, I think I should add a coouple of Ted's positive achievements - Smiley trade was good for the pirates. but I think Ted could have gotten someone better than Neagle. Cummings seems to be pretty good. - The Cole trade ",last message wrote management big big zero sauer yet make forceful agreement favor revenue sharing meant argument instead agreement also think add coouple ted positive achievements smiley trade good pirates think ted gotten someone better than neagle cummings seems pretty good cole trade excellent simmons botched up now year draft seems gone well pirates then lost high picks bonds fiasco oh well give up trying prove simmons not total idiot,正面,2025-03-17 05:05:00,571,122,79
311,comp.sys.ibm.pc.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.sys.ibm.pc.hardware\60784,"hofkin@software.org (Bob Hofkin) writes: : Build 59 causes 2 exceptions when I exit Windows. In fact, I have had : this happen on all builds after 44, which shipped with my Gateway : system. Am I doing something wrong, or is this problem commonly : overlooked? I have never had ""exceptions"" with build 44, 50, or 59 drivers. I have a GW2000 DX266. -- Scott Linn scott@hpcvccl.cv.hp.com",hofkin software org bob hofkin writes build causes exceptions when exit windows fact happen all builds after which shipped gateway system am something wrong problem commonly overlooked never exceptions build drivers gw dx scott linn scott hpcvccl cv hp com,负面,2025-03-07 20:33:00,226,198,13
527,soc.religion.christian,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\soc.religion.christian\20978,In article <Apr.17.01.11.19.1993.2268@geneva.rutgers.edu> mprc@troi.cc.rochester.edu (M. Price) writes: I have personally know quite of few of the Wycliffe Bible Translators. As an organization their fundamental purpose is to translate the scriptures into the native languages which in terms usual means learning it and developing a written language (along with teaching the natives to read). It is not associated with the U.S. govt. at all. Many governments want the help of the translators. To the ,article apr geneva rutgers edu mprc troi cc rochester edu price writes personally know quite few wycliffe bible translators as organization fundamental purpose translate scriptures into native languages which terms usual means learning developing written language along teaching natives read not associated govt all many governments want help translators best knowledge mexican government now encourages come idea not cultural interference presentation good news understand more about what suggest read books autobiographical biographical about translators one stands out mind as excellent called peace child give true picture what mission agree statement cannot also accept what others say without looking into issues same as taking suddan discussion about cia etc as true look both sides cathy bareiss,正面,2025-03-05 23:08:00,167,8,6
601,comp.os.ms-windows.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.os.ms-windows.misc\9159,"In article <1pn6tr$l70@dekalb.DC.PeachNet.EDU> kenneth@dekalb.DC.PeachNet.EDU (Kenneth Palmertree) writes: Hey, Does anyone know of an ftp site where I can get pkunzip2.04g from. I tried using archie with no such luck. This version of pkunzip is suppose to correct some promblems when using pkunzip within windows. Thanks in advance! :-) you can get pk.... from ftp.cica.indiana.edu",article pn tr dekalb dc peachnet edu kenneth dekalb dc peachnet edu kenneth palmertree writes hey anyone know ftp site where can get pkunzip from tried using archie such luck version pkunzip suppose correct promblems when using pkunzip within windows thanks advance can get pk .... from ftp cica indiana edu,中性,2025-03-04 00:57:00,341,168,18
705,comp.sys.ibm.pc.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.ibm.pc.hardware\60295,Western Digital 1-800-832-4778.....Sam -- Gosh..I think I just installed a virus..It was called MS DOS6... Don't copy that floppy..BURN IT...I just love Windows...CRASH...,western digital ..... sam gosh .. think just installed virus .. called ms dos ... don copy floppy .. burn ... just love windows ... crash ...,中性,2025-03-08 20:06:00,273,156,93
357,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.sys.mac.hardware\52072,"There has been no empirical evidence to support the first statement. True, there is a power surge at startup that has the potential to do damage, but the internal power supply is well-protected. (I've turned my Mac on and off six or seven times a day for three years without problem). The monitor is the same. To leave it on is to waste a lot of electricity -- twice as much as a television, possibly more. Turn it off when you're not using it. It'll save you money and the world a few more resources",there empirical evidence support first statement true there power surge startup potential damage internal power supply well protected ve turned mac off six seven times day three years without problem monitor same leave waste lot electricity twice as much as television possibly more turn off when re not using ll save money world few more resources kelley thomas kelley boylan powerpc ibm austin kelleyb austin ibm com buy pay own opinions,负面,2025-03-25 02:28:00,59,316,0
459,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\102661,"rickert@NeXTwork.Rose-Hulman.Edu (John H. Rickert) said: Depends on what you mean by ""for a living"". 1974 was the year he led the league in pinch-hit at bats with 50, but he'd been getting a lot of PH ABs earlier than that, and was never a full-time player. 20-35 PH ABs early in his career, 15-20 a year just before going to the Dodgers, and 30-50 in the peak years. We're talking about a guy with a 20-year career as an outfielder, a .300+ career batting average, and 1130 or so career hits. -- Dav",rickert nextwork rose hulman edu john rickert said depends what mean living year led league pinch hit bats getting lot ph abs earlier than never full time player ph abs early career year just before going dodgers peak years re talking about guy year career as outfielder career batting average career hits david tate not know what about closes posing as opens only something me understands can pocket glove deeper than pete rose dy cummings nobody not even tim raines such soft hands,正面,2025-03-25 15:32:00,255,34,20
708,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.sport.hockey\54272,"snichols@adobe.com (Sherri Nichols) writes: No, and in fact, that was Ferreira's original strategy, which the troika proceeded to simply continue to implement. There wasn't exactly a radical shift in policy when he was ousted (something people seem to forget). The only real question is whether they did it as well as Ferreira could have if he stayed, or whether the basic strategy was flawed (since Ferreira has been quoated as saying he's going to do something different in Anaheim with the Ducks, ",snichols adobe com sherri nichols writes fact ferreira original strategy which troika proceeded simply continue implement there wasn exactly radical shift policy when ousted something people seem forget only real question whether as well as ferreira if stayed whether basic strategy flawed since ferreira quoated as saying going something different anaheim ducks guess wasn as good practice as paper tweaking bit second time around one also wonder whether strategy lot better if hadn injuries whether re complaining about weather because earthquake collapsed root cellar let also not forget ferreira came close trading kelly kisio which if rumors ve heard true over strong objections other aspects shark management probably lot both ouster three headed consensus oriented gm imagine second where sharks today if fax machine hadn jammed especially unhappy player isn playing as well because not accuse mullen tanking motivation simply wasn there kind thing can affect team exactly time let skriko go hadn yet major injury bugs killed later much rat,正面,2025-03-09 23:11:00,107,64,85
765,comp.windows.x,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.windows.x\66900,I was wondering if it's possible to change the window icons OLWM uses for things like xterm. Most of the defaults are pretty lame. Any answer (or where I can find one) would be most appreciated. Thanks Matt Clark,wondering if possible change window icons olwm uses things like xterm most defaults pretty lame answer where can find one most appreciated thanks matt clark,中性,2025-03-12 19:29:00,47,169,82
139,sci.crypt,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.crypt\16073,"In <C61rt8.6BC@chinet.chi.il.us> schneier@chinet.chi.il.us (Bruce Schneier) writes: There are several things in ITAR which have never been tested in court. The concensus appears to be: You could be arrested as an international arms trafficker. (You could, regardless of the state of the law, but there are some paragraphs which suggest you would be violating the law.) If it goes to court, the ITARs could be thrown out is incompatible with the First amendment; or the court could rule that ""software",rt bc chinet chi il schneier chinet chi il bruce schneier writes there several things itar which never tested court concensus appears arrested as international arms trafficker regardless state law there paragraphs which suggest violating law if goes court itars thrown out incompatible first amendment court rule software technical data not subject itars court rule phrase publicly available as defined itars apply making only subject requiring general export license prosecuted successfully arms trafficing espionage general concensus among lawyers who read itars one first two occur arthur rubin rubin dsg dse beckman com work beckman instruments brea mcimail com compuserve com arthur pnet cts com personal opinions own not represent employer,正面,2025-03-29 03:58:00,181,13,77
483,talk.politics.guns,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.guns\53343,"arc@cco.caltech.edu (Aaron Ray Clements) writes: Can you say, ""I get more background radiation from living in Denver or having an office in a limestone building than I do standing next to a power reactor at full power or standing next to a nuclear warhead that is armed?"" Look up ""shielding"" in your dictionary. You don't need six feet of lead to make decent shielding; your dead skin cell layer does an excellent job on alpha particles, and neutrons are slowed by mere *water*. What do you think 75%",arc cco caltech edu aaron ray clements writes can say get more background radiation from living denver office limestone building than standing next power reactor full power standing next nuclear warhead armed look up shielding dictionary don need six feet lead make decent shielding dead skin cell layer excellent job alpha particles neutrons slowed mere water what think if militia as job overthrow illegal government indeed useful weapons militia won too useful certain areas leveling pentagon good thing said overthrow likely one man carrying backpack stand better chance than one thousand armed colt peacemakers don let self defense become only reason can gun sole means justification myself won overthrow government until ceases legal government if need want every weapon can get one can just as easily say rifle larger than needed kill human right when human wearing armor riding apc things get bit different don see where weapon problem not only manner use contention here guess either don alarm clock never heard terms timer martyr either don forget,正面,2025-03-13 02:40:00,189,27,56
407,comp.windows.x,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.windows.x\68277,"In article <1993May18.150655.23645@viewlogic.com> josh@viewlogic.com (Josh Marantz) writes: ... BadWindow is an X protocol error. If you write a custom error handler which does not do ""exit(1);"" the error handler will return and let your program carry on. So, using a XSetErrorHandler is the way to go, but never mind the longjmp. Too hard....",article viewlogic com josh viewlogic com josh marantz writes ... badwindow protocol error if write custom error handler which not exit error handler return let program carry using xseterrorhandler way go never mind longjmp too hard ....,负面,2025-03-02 00:08:00,33,221,14
262,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.autos\103781,"<<I wrote> <Is there a resource available to the consumer comparing all of the makes <and models of automobiles, trucks, vans, etc. for survivability in a <crash of different severities? <... <Also, I've found very little objective data comparing different <vehicles for handling, pick-up, braking, expected maintenance, etc. <I recall years ago Consumer Reports annual buyer's guide was much more <informative in those aspects than it is now. Thanks to a reply from someone I looked a little further",wrote there resource available consumer comparing all makes models automobiles trucks vans etc survivability crash different severities ... also ve found very little objective data comparing different vehicles handling pick up braking expected maintenance etc recall years ago consumer reports annual buyer guide much more informative aspects than now thanks reply from someone looked little further found what looking april cr magazine most above things despite recent articles here ratings looked pretty good relative comparison purposes unfortunately crash test comparisons didn include half cars comparing anybody know how honda civic hatchbacks toyota tercels fare accident boyd johnson nosc spectra com johnson san diego california intermittent newsfeed best only selected groups opinions certainly don match employer,正面,2025-03-03 20:04:00,257,78,19
725,soc.religion.christian,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\soc.religion.christian\20502,"I seldom see any posts in this group. Is anyone out there in Christendom listening? If so, why don't we get some dialog going here? Here's a topic to get things started. My daughter's Christian school sends home a weekly update on school related topics. This week they sent something *very* interesting. It was an article written by the leader of a national (US) Christian school organization about a trip he recently made to Jerusalem. While there, he was introduced to one of the rabbis who is work",seldom see posts group anyone out there christendom listening if why don get dialog going here here topic get things started daughter christian school sends home weekly update school related topics week sent something very interesting article written leader national christian school organization about trip recently made jerusalem while there introduced one rabbis who working project rebuild temple jerusalem article included photos many furnishings already made preparation furnishing rebuilt temple according specifications given bible what even more striking fact plans temple complete group only awaiting permission from israeli government before beginning building other startling fact very recent archeological discovery original site temple unoccupied available building previously thought original site underneath what now mosque making rebuilding impossible without sparking holy war now appears nothing stands way rebuilding resuming sacrifices as scriptures indicate happen last days although israeli government give permission start think hand god holding project until ready let,中性,2025-03-19 05:49:00,496,145,47
82,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.mideast\77354,"In September 1990, our medical reserve unit was sent to the KETZIOT prison camp to take care of Arab prisoner who were housed in 5 sections of 1500 prisoners each, with each section subdivided in 5 units housing 300 prisoners. The prisoners would ""communicate"" with other distant sections (sometimes 50-100 yards away) by taking stones, tying written notes to the stones, and throwing them with incredible precision to other sections. I should have been a recruiter for the Red Sox :-) There were at ",september medical reserve unit sent ketziot prison camp take care arab prisoner who housed sections prisoners each each section subdivided units housing prisoners prisoners communicate other distant sections sometimes yards away taking stones tying written notes stones throwing incredible precision other sections recruiter red sox there least three prisoners who outstanding pitchers josh backon vms huji ac il,负面,2025-03-17 20:04:00,342,103,95
